Store Name,EAN/PLU,Root Article Code,LU,LV,SV Code,Description,Must Stock,Delisted,Store Selling Price,Cost Price,Vat,Case Qty,Margin %,DRS,Supplier,Article Linking
241 - RIALTO - O'LEARY,5010052111550,1681647,PCK,1,1,GOLDEN WONDER CHSE & ONION 10PK 25GRM,N,,2.35,18.06,23.00%,12,21.23%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000328183374,1684064,PCK,0,0,WALKERS CHEESE & ONION 12PK €3.00 300GRM,Y,,3.00,30.25,23.00%,15,17.32%,N,DELIST - DELISTED MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,5000328183299,1684064,PCK,1,1,WALKERS VARIETY 12PK €3.00 300GRM,Y,,3.00,30.25,23.00%,15,17.32%,N,DELIST - DELISTED MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,5000237134580,1698138,PCK,2,2,POPCHIPS BBQ 5 PACK 17GRM,N,,3.69,12.79,23.00%,6,28.94%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000237134603,1698138,PCK,3,3,POPCHIPS SOUR CREAM & ONION 5 PACK 17GRM,N,,3.69,12.79,23.00%,6,28.94%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096008646,1699739,PCK,1,0,TAYTO ONION RINGS 6PK 17GRM,N,,2.90,40.23,23.00%,24,28.90%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5060283761529,1736297,PCK,0,0,PROPERCORN LIGHTLY SEA SALTED 6PK 90GRM,N,,4.39,17.18,23.00%,6,19.77%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5060283760812,1736297,PCK,1,1,PROPERCORN SWEET AND SALTY 6PK 110GRM,N,,4.39,17.18,23.00%,6,19.77%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096011240,1772920,PCK,5,5,TAYTO CHEESE & ONION 10PK €3.75 250GRM,Y,,3.75,23.73,23.00%,9,13.52%,N,DELIST - DELISTED MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,5011096012063,1772920,PCK,6,6,TAYTO VARIETY CRISPS 10PK €4 25GRM,N,,4.00,25.31,23.00%,9,13.52%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012056,1772920,PCK,7,7,TAYTO CHEESE & ONION 10PK €4 25GRM,N,,4.00,25.31,23.00%,9,13.52%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012032,1862344,PCK,2,1,TAYTO CHEESE & ONION 6PK €2.75 25GRM,N,,2.75,32.13,23.00%,16,10.18%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1862344-000
241 - RIALTO - O'LEARY,5011096012407,1863884,PCK,3,3,TAYTO BURGER BITES SNACKS 6 PACK 20GRM,N,,2.50,20.62,23.00%,12,15.46%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1863884-000
241 - RIALTO - O'LEARY,5011096012391,1863884,PCK,4,4,TAYTO ONION RINGS 6PK €2.50 20GRM,N,,2.50,20.62,23.00%,12,15.46%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012537,1863884,PCK,5,5,TAYTO BACON RANCHEROS 6PK €2.75 20GRM,N,,2.75,36.64,23.00%,20,18.06%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1863884-002
241 - RIALTO - O'LEARY,5011096012049,1864347,PCK,2,1,TAYTO VARIETY CRISPS 6PK €2.75 25GRM,N,,2.75,32.13,23.00%,16,10.18%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012513,1864961,PCK,1,1,TAYTO CHEE & ONI SNAX 6PK €2.75 17GRM,N,,2.75,39.12,23.00%,20,12.51%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT *,1864961-000
241 - RIALTO - O'LEARY,5011096012377,1865429,PCK,2,2,TAYTO CHICKATEES SNACKS 6 PK €2.50 17GRM,N,,2.50,19.61,23.00%,12,19.60%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1865429-000
241 - RIALTO - O'LEARY,5000328014715,1867216,PCK,0,0,WALKERS MONSTER MUNCH VARIETY 12PK 20G,N,,4.45,41.03,23.00%,16,29.12%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012070,1868950,PCK,1,1,KING CHEESE & ONION 6PK €2.75 25GRM,N,,2.75,32.13,23.00%,16,10.18%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1868950-000
241 - RIALTO - O'LEARY,5099274008268,1905822,PCK,0,0,MANHATTAN 6 PK,N,,3.50,19.50,23.00%,9,23.86%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5011096011660,1914087,PCK,0,0,TAYTO HUNKY DORYS ASS 10PK €3.75 25GRM,N,,3.75,32.96,23.00%,12,9.91%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096011929,1939972,PCK,0,0,TAYTO CHEESE & ONION CRISPS 15PK 25GRM,N,,7.35,45.61,23.00%,10,23.67%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1860327-000
241 - RIALTO - O'LEARY,5011096011936,1939994,PCK,0,0,TAYTO VARIETY CRISPS 15 PACK 25GRM,N,,7.35,45.61,23.00%,10,23.67%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1860232-000
241 - RIALTO - O'LEARY,5011096012452,1949346,PCK,0,0,TAYTO BANSHEE BONES SNACKS 9 PACK 17GRM,N,,3.70,21.07,23.00%,10,29.96%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT *,1889582-000
241 - RIALTO - O'LEARY,5011096012469,1949634,PCK,0,0,TAYTO MEANIES SNACKS 9 PACK 17GRM,N,,3.70,21.07,23.00%,10,29.96%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012117,1966058,PCK,0,0,TAYTO HDORY CHEESE& S ONION 10PK €4 25GRM,N,,4.00,35.16,23.00%,12,9.90%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012124,1966062,PCK,0,0,TAYTO HDORY VARIETY CC CRISP 10PK €4 25GRM,N,,4.00,35.16,23.00%,12,9.90%,N,UNAVAIL - UNAVAILABLE MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012629,1970199,PCK,0,0,TAYTO JONNIE ONION RINGS SNACKS 6PK 28GRM,N,,3.55,50.07,23.00%,22,21.14%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012766,1975397,PCK,0,0,KING CHEESE & ONION CRISP 12+4 FREE 25GRM,N,,5.25,33.99,23.00%,10,20.37%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012704,1975409,PCK,0,0,TAYTO CHEESE&ONION CRISPS 12+4 FREE 25GRM,N,,5.25,33.99,23.00%,10,20.37%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012711,1975409,PCK,1,1,TAYTO VARIETY PACK CRISPS 12+4 FREE 25GRM,N,,5.25,33.99,23.00%,10,20.37%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012773,1977402,PCK,0,0,KING CHEESE & ONION CRISPS 6+3FREE 25GRM,N,,3.40,39.57,23.00%,18,20.47%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012735,1977821,PCK,0,0,TAYTO VARIETY CRISPS 6+3FREE 25GRM,N,,3.40,37.77,23.00%,18,24.09%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,5011096012742,1977830,PCK,0,0,TAYTO HUNKY DORY C&O CRISPS 6+3FREE 25GRM,N,,3.25,40.16,23.00%,19,20.01%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012759,1977851,PCK,0,0,TAYTO HUNKY D VAR CC CRISPS 6+3FREE 25GRM,N,,3.25,40.16,23.00%,19,20.01%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012728,1977859,PCK,0,0,TAYTO CHEESE & ONION CRISPS 6+3FREE 25GRM,N,,3.40,37.77,23.00%,18,24.09%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000328015873,1007816,PCK,3,3,WALKERS BAKED CHEESE & ONION 6PK 22GRM,N,,3.69,37.45,23.00%,18,30.65%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000328015910,1007816,PCK,4,4,WALKERS BAKED SALT & VINEGAR 6PK 22GRM,N,,3.69,37.45,23.00%,18,30.65%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012483,1007817,PCK,2,2,TAYTO SALT & VIN TREBLE CRUNCH 5PK 20GRM,N,,3.70,43.46,23.00%,20,27.76%,N,DELIST - DELISTED MRPI - 1AMBIENT,1007817-001
241 - RIALTO - O'LEARY,5000328015941,1217784,PCK,2,1,WALKERS BAKED VARIETY 6PK 22GRM,N,,3.69,33.20,23.00%,18,38.52%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000328015903,1722942,PCK,2,2,WALKERS BAKED PRAWN 6PK 22GRM,N,,3.69,37.45,23.00%,18,30.65%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012490,1800000,PCK,2,2,TAYTO CHEESE & ONION LENTIL CHIP 5PK 20GRM,N,,2.50,34.12,23.00%,20,16.06%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1800000-000
241 - RIALTO - O'LEARY,5000328013329,1857486,PCK,0,0,WALKERS CHEESE & ONION CRISPS 6PK 25GRM,N,,3.15,39.83,23.00%,18,13.60%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000328013305,1861125,PCK,1,0,WALKERS LIGHTLY SALT CRISP 45% LESS SALT 6PK 25GRM,N,,3.15,39.83,23.00%,18,13.60%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,989190,1959077,PCK,0,0,TAYTO LENTIL CHIPS MIXED HOD 100GRM,N,,3.45,123.74,23.00%,60,26.47%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012506,1960981,PCK,0,0,TAYTO SOUR CREAM & ONION LENTIL 5PK 20GRM,N,,2.50,34.12,23.00%,20,16.06%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000328014746,1032218,PCK,6,1,WALKERS MUNCH PICKLED ONION 6PK 22GRM,N,,2.55,26.46,23.00%,18,29.09%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000328373362,1032218,PCK,2,2,WALKERS BAKED WOTSITS CHEESE 6PK 16.5GRM,N,,2.95,45.63,23.00%,32,40.55%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000328288529,1032218,PCK,7,6,WALKERS BAKED CHEESY WOTSITS 12PK 16.5GRM,N,,3.90,35.90,23.00%,16,29.24%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000328014937,1032218,PCK,8,7,WALKERS QUAVERS CHEESE SNACK 6 PACK 16GRM,N,,3.65,18.00,23.00%,30,79.78%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,8000500119792,1571209,PCK,0,0,KINDER PINGUI,N,,0.85,8.00,23.00%,20,42.12%,N,AMB - AM CO - 1LOC_SUP,
241 - RIALTO - O'LEARY,5011096001968,1016810,PCK,3,0,TAYTO MIGHTY MUNCH 6PK 26GRM,N,,3.59,40.40,23.00%,18,23.10%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096000848,1020218,PCK,1,0,TAYTO CHICKATEES 6PK 17GRM,N,,3.10,46.89,23.00%,27,31.09%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096000336,1021074,PCK,0,0,TAYTO CHIPSTICKS 6PK 28GRM,Y,,3.99,32.50,23.00%,36,72.17%,N,EPR - EXTENDED PROMOTIONS - 1LOC_SUP,
241 - RIALTO - O'LEARY,5000237130612,1023107,PCK,8,3,POM BEARS ORIGINAL 6PK 13GRM,N,,3.30,22.06,23.00%,12,31.48%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012582,1023976,PCK,4,3,TAYTO SNAX CHEESE & ONION 6PK 17GRM,N,,3.30,37.25,23.00%,20,30.58%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000328250847,1252876,PCK,5,5,SNACK A JACK SWEET CHILLI 5PK 95GRM,N,,3.45,12.12,23.00%,6,27.98%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000328143002,1346921,PCK,0,0,MONSTER WEBS HALLOWEEN 6PK 14.9GRM,Y,,1.50,17.00,23.00%,24,41.92%,N,EPR - EXTENDED PROMOTIONS - 1LOC_SUP,
241 - RIALTO - O'LEARY,5000237105771,1375644,PCK,0,0,HULA HOOPS 12PK VARIETY 288GRM,Y,,2.50,19.50,23.00%,15,36.04%,N,EPR - EXTENDED PROMOTIONS - 1LOC_SUP,
241 - RIALTO - O'LEARY,5000237117446,1381960,PCK,3,3,HULA HOOPS ORIGINAL 6PK X 24GRM,N,,2.50,56.02,23.00%,30,8.13%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000237117583,1381960,PCK,4,4,HULA HOOPS VARIETY 6PK 24GRM,N,,4.35,56.02,23.00%,30,47.20%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096009162,1521590,PCK,0,0,MEANIES 6PK 17GRM,N,,2.45,27.88,23.00%,24,41.68%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012421,1551749,PCK,5,3,TAYTO WHEELIES SNACKS 6PK €2.50 20GRM,N,,2.50,19.61,23.00%,12,19.60%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000328134680,1795478,PCK,0,0,SMITHS SAVOURY FRIES SELECTION 6PK 26GRM,N,,3.89,40.20,23.00%,16,20.56%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012384,1811447,PCK,2,1,TAYTO CHIPSTICKS 6 PACK €2.75 28GRM,N,,2.75,23.47,23.00%,12,12.52%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1811447-000
241 - RIALTO - O'LEARY,5011096012544,1863895,PCK,1,1,TAYTO PRAWN SKIPS 6PK €2.75 17GRM,N,,2.75,36.65,23.00%,20,18.04%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1863895-000
241 - RIALTO - O'LEARY,986560,1865095,PCK,0,0,"TAYTO SKIPS, RANCH, MEAN 10 CASE HOD 110GRM",N,,3.45,245.76,23.00%,120,26.98%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,989192,1865095,PCK,1,1,TAYTO SKIPS RANCHEROS MEANIES HOD 1PCE,N,,3.89,251.59,23.00%,120,33.71%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000237204795,1941564,PCK,0,0,POM BEAR CHEESE POTATO SNACKS 6PK 13GRM,N,,3.30,22.82,23.00%,12,29.12%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000237204818,1959188,PCK,0,0,POM BEAR BBQ POTATO SNACKS 6 PACK 13GRM,N,,3.30,22.82,23.00%,12,29.12%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012551,1966056,PCK,0,0,TAYTO SKIPS SNACKS 6 PACK 17GRM,N,,3.75,47.41,23.00%,20,22.25%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096012414,1966264,PCK,0,0,TAYTO MEANIES SNACKS 6PK €2.50 17GRM,N,,2.50,19.61,23.00%,12,19.60%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000328028705,1174331,PCK,3,2,DORITOS CHILLI 5PK 30GRM,N,,3.35,45.97,23.00%,24,29.67%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5000328028781,1942848,PCK,0,0,DORITOS COOL ORIG 5PK 30GRM,N,,3.35,34.48,23.00%,24,47.25%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011032555111,1013223,PCK,0,0,KELKIN POPPING CORN 500GRM,N,,3.05,25.80,0.00%,12,29.51%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5099839669521,1147289,PCK,2,2,CT MICROWAVE POPCORN SALTED 270GRM,N,,2.35,20.22,0.00%,12,28.30%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5099839669545,1147289,PCK,3,3,CENTRA MICROWAVE POPCORN BUTTER 270GRM,N,,2.19,18.59,0.00%,12,29.26%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5023751202214,1528024,PCK,0,0,EASY POP POPCORN BUTTER,N,,1.50,14.14,23.00%,16,27.53%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5397136003377,1583705,PCK,0,0,KELKIN M/W POPCORN 3PK 90GRM,N,,3.80,39.00,0.00%,16,35.86%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5397136003391,1583705,PCK,1,1,KELKIN M/W BUTTER POPCORN 3PK 90GRM,N,,3.80,39.00,0.00%,16,35.86%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5397136004251,1583705,PCK,2,2,KELKIN M/W POPCORN 50% LESS 3PK 90GRM,N,,3.80,39.00,0.00%,16,35.86%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096011349,1675713,PCK,0,0,TAYTO MW PCORN BUTTER €2.50 3PK 80GRM,N,,2.50,25.63,0.00%,16,35.92%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096011363,1675713,PCK,3,3,TAYTO LOW FAT MW POPCORN 3PK €2.50 80GRM,N,,2.50,25.63,0.00%,16,35.92%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096011356,1675713,PCK,4,4,TAYTO SALTED MV POPCORN 3PK €2.50 80GRM,N,,2.50,25.63,0.00%,16,35.92%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5706516031518,1977797,PCK,0,0,POPZ BUTTER MICROWAVE POPCORN 3PK 90GRM,N,,2.00,19.20,0.00%,12,20.00%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5706516031501,1977807,PCK,0,0,POPZ SALTED MICROWAVE POPCORN 3PK 90GRM,N,,2.00,19.20,0.00%,12,20.00%,N,DELIST - DELISTED MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5099274008060,1023516,PCK,0,0,MANHATTAN SALTED POPCORN 12PK 180GRM,N,,6.15,42.17,23.00%,12,29.72%,N,554 - MANHATTAN PEANUTS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,5099274008077,1024981,PCK,0,0,MANHATTAN SALTED POPCORN 6 PACK 180GRM,N,,5.85,39.94,23.00%,12,30.02%,N,554 - MANHATTAN PEANUTS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,5099274007063,1294164,PCK,0,0,MANHATTAN POPCRN HALOWEEN 24 + 6 X 450GRM,N,,9.89,7.05,23.00%,1,12.32%,N,554 - MANHATTAN PEANUTS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,5099274007070,1420191,PCK,1,0,MANHATTAN POPCORN XMAS 12 + 3 X 450GRM,N,,9.50,6.37,23.00%,1,17.53%,N,554 - MANHATTAN PEANUTS LTD - 1CB_EURY,
241 - RIALTO - O'LEARY,5011096011783,1889323,PCK,0,0,TAYTO POPCORN 6 PACK €2.50 20GRM,N,,2.50,23.50,23.00%,13,11.06%,N,UNAVAIL - UNAVAILABLE MRPI - 1AMBIENT,2002166-000
241 - RIALTO - O'LEARY,5391527731917,1890975,PCK,0,0,KEOGHS HONEY & SALT BIG POPCORN 6PK 33G,N,,5.50,33.96,23.00%,12,36.71%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5099839724282,1892305,PCK,0,0,CENTRA SALTED POPCORN 6 PCK 30GRM,N,,2.55,13.49,23.00%,9,27.70%,N,UNAVAIL - UNAVAILABLE MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096009247,1015558,PCK,0,0,TAYTO CHRISTMAS BOX ASSORTED 18PK 25GRM,N,,7.40,5.12,23.00%,1,14.90%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096009230,1015558,PCK,1,1,TAYTO XMAS BOX CHEESE & ONION 18PK 25GRM,N,,7.40,5.12,23.00%,1,14.90%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096009254,1018364,PCK,0,0,KING C&O CRISPS CHRISTMAS BOX 18 PACK 25GRM,N,,7.40,5.12,23.00%,1,14.90%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096010144,1704156,PCK,0,0,TAYTO HUNKY DORY PARTY BOX 18PK 25GRM,N,,7.40,5.12,23.00%,1,14.90%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5905187500129,1508645,PCK,0,0,SALTETTS MIXED SNACKS 180GRM,N,,2.25,12.60,23.00%,12,42.60%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
241 - RIALTO - O'LEARY,5391527732167,1869846,PCK,0,0,KEOGHS CHRISTMAS TIN 180GRM,N,,22.50,39.91,23.00%,3,27.28%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5053990161966,1803193,PCK,0,0,PRINGLES BBQ 165GRM,N,,3.00,29.70,23.00%,19,35.91%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5053990127641,1803193,PCK,1,1,PRINGLES CHEESE & ONION 165 GRM,N,,3.00,29.70,23.00%,19,35.91%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5053990127726,1803193,PCK,2,2,PRINGLES ORIGINAL 165GRM,N,,3.00,29.70,23.00%,19,35.91%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,2004076-000
241 - RIALTO - O'LEARY,5053990161669,1803193,PCK,3,3,PRINGLES PAPRIKA 165 GRM,N,,3.00,29.70,23.00%,19,35.91%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5053990158034,1803193,PCK,4,4,PRINGLES PRAWN COCKTAIL 165 GRM,N,,3.00,29.70,23.00%,19,35.91%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5053990127733,1803193,PCK,5,5,PRINGLES SALT & VINEGAR 165 GRM,N,,3.00,29.70,23.00%,19,35.91%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5053990167197,1803193,PCK,7,7,PRINGLES BACON 165 GRM,N,,3.00,29.70,23.00%,19,35.91%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5053990179039,1803193,PCK,9,9,PRINGLES SOUR CREAM & ONION CRISPS 165GRM M,N,,3.00,29.70,23.00%,19,35.91%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5053990182947,1803193,PCK,11,10,PRINGLES FLAME GRILL STEAK 165GRM,N,,3.00,29.70,23.00%,19,35.91%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,989213,1803193,PCK,12,11,PRINGLES CRISPS MIXED PREFILLED HOD 165GRM,N,,3.49,348.87,23.00%,152,19.11%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,989214,1803193,PCK,13,12,PRINGLES SOUR CREAM & ONION HOD 165GRM,N,,3.49,348.87,23.00%,152,19.11%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5053990188956,1803193,PCK,14,13,PRINGLES SANTAS SECRET FLAVOUR 165GRM,N,,3.49,43.61,23.00%,19,19.11%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,5053990190034,1803193,PCK,15,14,PRINGLES MYSTERY FLAVOUR GAMING 165GRM,N,,2.50,29.70,23.00%,19,23.09%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,1803193-014
241 - RIALTO - O'LEARY,5053990182077,1953739,PCK,0,0,PRINGLES MYSTERY FLAV SUPER MARIO 165GRM,N,,3.49,43.61,23.00%,19,19.11%,N,DELIST - DELISTED MRPI - 1AMBIENT *,1803193-000
241 - RIALTO - O'LEARY,5053990182909,1955326,PCK,0,0,PRINGLES HOT BLAZIN FRIED CHICKEN 160GRM,N,,3.49,43.61,23.00%,19,19.11%,N,DELIST - DELISTED MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,5053990175888,1955338,PCK,0,0,PRINGLES HOT FLAMIN CHEESE CRISPS 160GRM,N,,3.49,43.61,23.00%,19,19.11%,N,DELIST - DELISTED MRPI - 1AMBIENT,*
241 - RIALTO - O'LEARY,5053990175826,1955354,PCK,0,0,PRINGLES HOT KICKIN SOUR CREAM 160GRM,N,,3.49,43.61,23.00%,19,19.11%,N,DELIST - DELISTED MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5053990176007,1955375,PCK,0,0,PRINGLES HOT SWEET CHILLI CRISPS 160GRM,N,,3.49,43.61,23.00%,19,19.11%,N,UNAVAIL - UNAVAILABLE MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5011096007885,1465443,PCK,1,0,O'DONNELLS IRISH SEA SALT 125GRM,N,,3.40,19.39,23.00%,12,41.54%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
241 - RIALTO - O'LEARY,5099839660030,1635840,PCK,0,0,INSPIRED THAI SWEET CHILLI CRISPS 125 GRM,N,,2.25,16.44,23.00%,12,25.11%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
