Store Name,Department,Sub Department,Commodity Code,Family Group,EAN/PLU,Root Article Code,LU,LV,SV Code,Description,Size,Must Stock,Delisted,Store Selling Price,Cost Price,Vat,Case Qty,Margin %,DRS,Supplier,Article Linking
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,80001751,1603017,PCK,0,0,LOACKER WHITE,,N,,1.45,9.72,23.00%,12,31.29%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,80001737,1603018,PCK,0,0,LOACKER DARK NOIR,,N,,1.45,9.72,23.00%,12,31.29%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5099877402661,1607744,PCK,0,0,CLEEVES MACAROON CHOCOLATE BAR,50GRM,N,,1.25,13.65,23.00%,24,44.03%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5099877402678,1607949,PCK,0,0,SEA SALT CRISP BAR,1PCE,N,,1.25,13.65,23.00%,24,44.03%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,4000417044303,1611141,PCK,0,0,MINI RITTER SPORT MIX,,N,,2.99,22.70,23.00%,12,22.18%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,50314904,1628337,PCK,0,0,POPPETS MILK CHOC TOFFEE CARTON,39GRM,N,,1.90,33.50,23.00%,36,39.76%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,7340001801088,1628931,PCK,0,0,WHITE CHOC ALMOND PROTIEN BAR,55GRM,N,,2.50,18.50,23.00%,12,24.15%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5099877403323,1631412,PCK,0,0,CLEEVES MINT CRISP BAR,50GRM,N,,1.25,13.65,23.00%,24,44.03%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5391521570635,1638877,PCK,0,0,RETRO SWEET MACAROON BAR,,N,,0.80,22.50,23.00%,72,51.95%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5391521570642,1638882,PCK,0,0,RETRO SWEET THE MINT CRISP BAR,,N,,0.80,22.50,23.00%,72,51.95%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5099877403019,1658817,PCK,0,0,CLEEVES SLAB TOFFEE,,N,,1.25,10.25,23.00%,24,57.98%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5034444103404,1663504,PCK,0,0,MA BAKERS PROTIEN BAR CHOCOLATE BROWNIE,,N,,3.50,35.68,23.00%,20,37.31%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5034444103442,1663507,PCK,0,0,MA BAKERS PROTIEN BAR PEANUT BUTTER,,N,,3.50,35.68,23.00%,20,37.31%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,4000417220004,1667532,PCK,0,0,RITTER SPORT COCOA WAFER,,N,,2.40,9.40,23.00%,10,51.82%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5201049252121,1672441,PCK,0,0,JUST BARS ALMONDS/WALNUTS&RAISINS,,N,,1.85,13.68,23.00%,12,24.21%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5201049252046,1672442,PCK,0,0,"JUST BARS ALMONDSAPPLE,CINNAMON&SULTANAS",,N,,1.85,13.68,23.00%,12,24.21%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5201049252008,1672443,PCK,0,0,"JUST BARS CASHEW,ALMONDS&CRANBERRIES",,N,,1.85,13.68,23.00%,12,24.21%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5391532123752,1677575,PCK,2,2,FULFIL SALTED CARAMEL PROTEIN CASE,825GRM,N,,48.30,28.00,23.00%,1,28.70%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5391532123745,1677575,PCK,3,3,FULFIL PEANUT & CARAMEL PROTEIN CAS,825GRM,N,,48.30,28.00,23.00%,1,28.70%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5391534340003,1702976,PCK,1,0,SUPER NATURE HAZELNUT CLUSTERS,34 GRM,N,,3.15,22.87,23.00%,15,40.47%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,988999,1741116,PCK,1,1,FULFIL PROTEIN & VITAMIN BAR HOD,55GRM,N,,3.50,571.40,23.00%,300,33.06%,N,AUTODROP - AUTODROP MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,034000114849,1777674,PCK,0,0,REESES OVERLOAD BAR,42GRM,N,,2.15,20.28,23.00%,18,35.54%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,4251725800628,1857720,PCK,0,0,VEGANZ CHOCOLATE BROWNIE PROTEIN BA,50GRM,N,,3.30,28.44,23.00%,18,41.11%,N,TBZ - THE BRAND HOUSE LTD (CB) - 1CB_EURN,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,4251725800666,1857720,PCK,2,1,VEGANZ COOKIE DOUGH PROTEIN BA,50GRM,N,,3.30,28.44,23.00%,18,41.11%,N,TBZ - THE BRAND HOUSE LTD (CB) - 1CB_EURN,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,4251725801380,1857720,PCK,3,2,VEGANZ WHITE ALMOND CRISP PROTEIN B,50GRM,N,,3.30,28.44,23.00%,18,41.11%,N,TBZ - THE BRAND HOUSE LTD (CB) - 1CB_EURN,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5060088709931,1866089,PCK,0,0,TREK PEANUT BUTTER,50GRM,N,,1.85,16.63,23.00%,16,30.90%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5060088709030,1866089,PCK,1,1,TREK SALTED CARAMEL,50GRM,N,,1.85,16.99,23.00%,16,29.40%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5060088709252,1866089,PCK,2,2,TREK SMOOTH LEMON,50GRM,N,,1.85,16.63,23.00%,16,30.90%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5060088702307,1866089,PCK,3,3,TREK COCOA N OAT,50GRM,N,,1.85,16.99,23.00%,16,29.40%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,4044782116111,1867874,PCK,0,0,JOE'S CORE BAR WHITE COCONUT,,N,,3.00,20.35,23.00%,12,30.47%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,4044782116012,1867876,PCK,0,0,JOE'S CORE BAR HAZELNUT,,N,,3.00,20.30,23.00%,12,30.64%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,034000939619,1869661,PCK,0,0,REESES PEANUT BUTTER CUPS TRIO,63GRM,N,,2.80,58.25,23.00%,40,36.03%,N,UNAVAIL - UNAVAILABLE MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5099877446528,1889779,PCK,0,0,CLEEVES CARAMEL CRISP,,N,,1.25,22.83,23.00%,36,37.60%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5099877446511,1889780,PCK,0,0,CLEEVES MINT CRISP,,N,,1.50,22.83,23.00%,36,48.00%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,5099877446504,1889861,PCK,0,0,MACAROON CHOCOLATE BAR,,N,,1.50,22.83,23.00%,36,48.00%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,8000500359358,1912835,PCK,0,0,NUTELLA BISCUITS 3 PACK,41.4GRM,N,,1.30,23.07,13.50%,28,28.06%,N,AMBIENT - AMBIENT MRPI - 1AMBIENT,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,8684568302398,1958557,PCK,0,0,DUBAI CHOCOLATE,,N,,6.50,72.00,23.00%,20,31.88%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,8684568301513,1959949,PCK,0,0,DUBAI CHOCOLATE 30G,,N,,3.50,48.39,23.00%,24,29.14%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0001 - CHOCOLATE,F0005 - CHOC OTHER,8684808240053,1965623,PCK,0,0,NOESIS ANGEL HAIR CHOCOLATE,,N,,9.95,78.00,23.00%,12,19.65%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8410525143397,1191078,PCK,1,0,FINI FIZZY FRUITS BAG,85GRM,N,,1.00,7.50,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8436036186258,1416408,PCK,0,0,TROLLI SOUR OCTOPUS JELLY BAG,100GRM,N,,1.65,11.79,23.00%,12,26.76%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8436036182861,1416408,PCK,1,1,TROLLI GUMMI SHARKS BAG,100GRM,N,,1.65,11.79,23.00%,12,26.76%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8437000482048,1416408,PCK,2,2,TROLLI APPLE O'S JELLIES BAG,100GRM,N,,1.65,11.79,23.00%,12,26.76%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8436036189105,1416408,PCK,3,3,TROLLI PINGUMMI JELLY BAG,100GRM,N,,1.65,11.79,23.00%,12,26.76%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8436556391163,1416408,PCK,4,4,TROLLI WATERMELON SLICES JELLY BAG,100GRM,N,,1.65,11.79,23.00%,12,26.76%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8437000482017,1416408,PCK,5,5,TROLLI STRAWBERRY KISSES JELLY BAG,100GRM,N,,1.65,11.79,23.00%,12,26.76%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8437005297609,1416408,PCK,6,6,TROLLI JELLY OCTOPUS BAG,100GRM,N,,1.65,11.79,23.00%,12,26.76%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8437005297623,1416408,PCK,7,7,TROLLI SOUR GLOWWORMS JELLY BAGS,100GRM,N,,1.80,11.79,23.00%,12,32.86%,N,606 - SHELTON DISTRIBUTERS LTD - 1CB_EURY,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,5099436070508,1434423,PCK,0,0,TREETZ KIDS PARTY MIX,227GRM,N,,2.00,39.00,23.00%,30,20.05%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8410525220562,1439637,PCK,0,0,FINI VAMPIRE BOOM BAGS,75GRM,Y,,1.50,11.25,23.00%,12,23.13%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,*
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8410525151743,1439637,PCK,1,1,FINI PIRATE SKULLS JELLIES BAG,90GRM,N,,1.00,7.62,23.00%,12,21.90%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8410525281426,1439637,PCK,2,2,FINI CATRINA PARTY SWEETS BAG,90GRM,N,,1.00,7.62,23.00%,12,21.90%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8410525225963,1439637,PCK,3,3,FINI CATRINA PARTY SWEETS BAG,450GRM,N,,5.00,57.15,23.00%,18,21.89%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8413178281478,1517980,PCK,0,0,VIDAL SHARKS,PCE,N,,1.00,0.60,23.00%,1,26.20%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8413178350075,1517985,PCK,0,0,VIDAL JELLY TWIST,PCE,N,,1.00,0.60,23.00%,1,26.20%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8413178288361,1517987,PCK,0,0,VIDAL PEACH HEARTS,PCE,N,,1.00,0.60,23.00%,1,26.20%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8413178314985,1517991,PCK,0,0,VIDAL TUTTI FRUTTI BOTTLES,PCE,N,,1.00,0.60,23.00%,1,26.20%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8413178123341,1517993,PCK,0,0,VIDAL MEGA SOUR MIX,PCE,N,,1.00,0.60,23.00%,1,26.20%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8413178185639,1517996,PCK,0,0,VIDAL STRAWBERRY AND CREAM DROPS,PCE,N,,1.00,0.60,23.00%,1,26.20%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8413178123143,1518003,PCK,0,0,VIDAL BLACK BERRIES,1PCE,N,,1.00,0.60,23.00%,1,26.20%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8413178282796,1518006,PCK,0,0,VIDAL FRIED EGGS,1PCE,N,,1.00,0.60,23.00%,1,26.20%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8413178142861,1518007,PCK,0,0,VIDAL WATERMELON SLICES,1PCE,N,,1.00,0.60,23.00%,1,26.20%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8413178185615,1518009,PCK,0,0,VIDAL COLA BOTTLES,1PCE,N,,1.00,0.60,23.00%,1,26.20%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8413178142823,1518014,PCK,0,0,VIDAL JELLY MIX,1PCE,N,,1.00,0.60,23.00%,1,26.20%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8413178123327,1519276,PCK,0,0,VIDAL SWEET MIX,1PCE,N,,1.00,0.60,23.00%,1,26.20%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8413178282802,1519294,PCK,0,0,VIDAL BRAINS 1PCE,,N,,1.00,0.60,23.00%,1,26.20%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8413178282239,1521610,PCK,0,0,VIDAL STRAWBERRIES AND CREAM 1PCE,,N,,1.00,0.60,23.00%,1,26.20%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,5020243080077,1604834,PCK,0,0,SONAS SWEETS,,N,,1.00,10.50,23.00%,18,28.25%,N,LOC - LOCAL DUMP SUPPLIER - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,5010478688100,1659262,PCK,0,0,DRUMSTICK SQUASHIES,,N,,1.20,11.04,23.00%,24,52.85%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,5012035956318,1686926,PCK,0,0,HARIBO TANGFASTICS,90G,N,,1.20,11.49,23.00%,24,50.93%,N,LAS - LOCAL STORE AMBIENT - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0008 - SUGAR CONF BAGS,8410525248115,1756008,PCK,1,0,FINI SOUR BOOM MIX POUCH,165G,N,,2.20,20.00,23.00%,16,30.11%,N,ROF - FINI SWEETS IRELAND LTD - 1CB_EURY,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0009 - SUGAR CONF CARTONS,80001911,1650275,PCK,0,0,GARDENA HAZELNUT WHITE,,N,,1.00,15.75,23.00%,25,22.51%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
441 - CAMDEN ST - O'LEARY,D0024 - GROCERY - IMPULSE,S0001 - IMPULSE CONFECTIONERY,C0002 - SUGAR CONFECTIONERY,F0009 - SUGAR CONF CARTONS,80001461,1650276,PCK,0,0,GARDENA CHOCOLATE WAFERS,,N,,1.00,15.75,23.00%,25,22.51%,N,MKD - M&D MKTG/DISTRIB LTD (AMB) - 1LOC_SUP,
